name,jersey_number,position,status,height,weight,experience,college,team,data_source,scraped_at,age,twitter_handle,instagram_handle,tiktok_handle,youtube_handle,twitter_followers,instagram_followers,tiktok_followers,youtube_subscribers,twitter_following,instagram_following,tiktok_following,twitter_verified,instagram_verified,twitter_url,instagram_url,tiktok_url,youtube_url,career_pass_yards,career_pass_tds,career_pass_ints,career_pass_rating,career_rush_yards,career_rush_tds,career_receptions,career_rec_yards,career_rec_tds,career_tackles,career_sacks,career_interceptions,current_salary,contract_value,contract_years,signing_bonus,guaranteed_money,cap_hit,dead_money,pro_bowls,all_pros,rookie_of_year,mvp_awards,championships,hall_of_fame,birth_date,birth_place,high_school,draft_year,draft_round,draft_pick,draft_team,wikipedia_url,nfl_com_url,espn_url,pff_url,spotrac_url,data_quality_score,data_sources,last_updated,comprehensive_enhanced
Alex Anzalone,34.0,MLB,ACT,"7'5""",238,9,Florida,lions,nfl.com,2025-07-18T17:24:26.326211,,@alexanzalone,alexanzalone,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Alex_Anzalone,,,,https://www.spotrac.com/nfl/lions/alex-anzalone/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:26.627669,True
Terrion Arnold,6.0,CB,ACT,"7'2""",199,2,Alabama,lions,nfl.com,2025-07-18T17:24:26.326216,,@terrionarnold,terrionarnold,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Terrion_Arnold,,,,https://www.spotrac.com/nfl/lions/terrion-arnold/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:26.727978,True
Deslin Alexandre,49.0,DL,ACT,"7'5""",264,1,Pittsburgh,packers,nfl.com,2025-07-18T17:24:34.412134,,@deslinalexandre,deslinalexandre,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Deslin_Alexandre,,,,https://www.spotrac.com/nfl/packers/deslin-alexandre/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:34.412850,True
Zayne Anderson,39.0,SAF,ACT,"7'4""",206,3,BYU,packers,nfl.com,2025-07-18T17:24:34.412154,,@zayneanderson,zayneanderson,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Zayne_Anderson,,,,https://www.spotrac.com/nfl/packers/zayne-anderson/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:34.513115,True
Johnathan Baldwin,37.0,CB,ACT,"7'2""",190,R,UNLV,packers,nfl.com,2025-07-18T17:24:34.412161,,@johnathanbaldwin,johnathanbaldwin,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Johnathan_Baldwin,,,,https://www.spotrac.com/nfl/packers/johnathan-baldwin/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:34.613539,True
Aaron Banks,65.0,G,ACT,"7'7""",325,5,Notre Dame,packers,nfl.com,2025-07-18T17:24:34.412167,,@aaronbanks,aaronbanks,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Aaron_Banks,,,,https://www.spotrac.com/nfl/packers/aaron-banks/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:34.713824,True
Brant Banks,72.0,OT,ACT,"7'9""",306,R,Rice,packers,nfl.com,2025-07-18T17:24:34.412173,,@brantbanks,brantbanks,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Brant_Banks,,,,https://www.spotrac.com/nfl/packers/brant-banks/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:34.814154,True
Azeez Al-Shaair,,LB,ACT,"7'4""",228,7,Florida Atlantic,texans,nfl.com,2025-07-18T17:24:46.331952,,@azeezal-shaair,azeezal-shaair,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Azeez_Al-Shaair,,,,https://www.spotrac.com/nfl/texans/azeez-al-shaair/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:46.332733,True
Will Anderson Jr.,51.0,DE,ACT,"7'6""",243,3,Alabama,texans,nfl.com,2025-07-18T17:24:46.331974,,@willandersonjr.,willandersonjr.,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Will_Anderson_Jr.,,,,https://www.spotrac.com/nfl/texans/will-anderson-jr./,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:46.433064,True
Jake Andrews,67.0,C,ACT,"7'5""",308,3,Troy,texans,nfl.com,2025-07-18T17:24:46.331980,,@jakeandrews,jakeandrews,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jake_Andrews,,,,https://www.spotrac.com/nfl/texans/jake-andrews/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:46.533379,True
Damon Arnette,,CB,ACT,"7'2""",195,3,Ohio State,texans,nfl.com,2025-07-18T17:24:46.331987,,@damonarnette,damonarnette,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Damon_Arnette,,,,https://www.spotrac.com/nfl/texans/damon-arnette/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:46.633671,True
Denico Autry,96.0,DT,ACT,"7'7""",285,12,Mississippi State,texans,nfl.com,2025-07-18T17:24:46.331994,,@denicoautry,denicoautry,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Denico_Autry,,,,https://www.spotrac.com/nfl/texans/denico-autry/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:46.734015,True
Adetomiwa Adebawore,95.0,DT,ACT,"7'4""",282,3,Northwestern,colts,nfl.com,2025-07-18T17:24:54.742218,,@adetomiwaadebawore,adetomiwaadebawore,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Adetomiwa_Adebawore,,,,https://www.spotrac.com/nfl/colts/adetomiwa-adebawore/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:54.743013,True
Salvon Ahmed,36.0,RB,ACT,"7'1""",197,5,Washington,colts,nfl.com,2025-07-18T17:24:54.742236,,@salvonahmed,salvonahmed,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Salvon_Ahmed,,,,https://www.spotrac.com/nfl/colts/salvon-ahmed/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:54.843275,True
Austin Ajiake,58.0,LB,ACT,"7'3""",223,1,UNLV,colts,nfl.com,2025-07-18T17:24:54.742244,,@austinajiake,austinajiake,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Austin_Ajiake,,,,https://www.spotrac.com/nfl/colts/austin-ajiake/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:54.943550,True
Ajou Ajou,9.0,WR,ACT,"7'5""",218,R,Garden City CC,colts,nfl.com,2025-07-18T17:24:54.742250,,@ajouajou,ajouajou,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Ajou_Ajou,,,,https://www.spotrac.com/nfl/colts/ajou-ajou/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:55.043842,True
Mo Alie-Cox,81.0,TE,ACT,"7'7""",267,8,Virginia Commonwealth Univ.,colts,nfl.com,2025-07-18T17:24:54.742256,,@moalie-cox,moalie-cox,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Mo_Alie-Cox,,,,https://www.spotrac.com/nfl/colts/mo-alie-cox/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:55.144137,True
Yasir Abdullah,56.0,LB,ACT,"7'3""",240,3,Louisville,jaguars,nfl.com,2025-07-18T17:25:04.827822,,@yasirabdullah,yasirabdullah,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Yasir_Abdullah,,,,https://www.spotrac.com/nfl/jaguars/yasir-abdullah/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:04.828529,True
Josh Hines-Allen,41.0,DE,ACT,"7'7""",255,7,Kentucky,jaguars,nfl.com,2025-07-18T17:25:04.827840,,@joshhines-allen,joshhines-allen,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Josh_Hines-Allen,,,,https://www.spotrac.com/nfl/jaguars/josh-hines-allen/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:04.929135,True
LeQuint Allen,36.0,RB,ACT,"7'2""",201,R,Syracuse,jaguars,nfl.com,2025-07-18T17:25:04.827847,,@lequintallen,lequintallen,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/LeQuint_Allen,,,,https://www.spotrac.com/nfl/jaguars/lequint-allen/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:05.032198,True
Arik Armstead,91.0,DE,ACT,"7'9""",290,11,Oregon,jaguars,nfl.com,2025-07-18T17:25:04.827853,,@arikarmstead,arikarmstead,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Arik_Armstead,,,,https://www.spotrac.com/nfl/jaguars/arik-armstead/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:05.137306,True
Tank Bigsby,4.0,RB,ACT,"7'1""",215,3,Auburn,jaguars,nfl.com,2025-07-18T17:25:04.827859,,@tankbigsby,tankbigsby,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Tank_Bigsby,,,,https://www.spotrac.com/nfl/jaguars/tank-bigsby/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:05.237590,True
Felix Anudike-Uzomah,97.0,DE,ACT,"7'6""",255,3,Kansas State,chiefs,nfl.com,2025-07-18T17:25:12.967179,,@felixanudike-uzomah,felixanudike-uzomah,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Felix_Anudike-Uzomah,,,,https://www.spotrac.com/nfl/chiefs/felix-anudike-uzomah/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:12.967847,True
Matt Araiza,14.0,P,ACT,"7'4""",200,2,San Diego State,chiefs,nfl.com,2025-07-18T17:25:12.967199,,@mattaraiza,mattaraiza,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Matt_Araiza,,,,https://www.spotrac.com/nfl/chiefs/matt-araiza/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:13.068129,True
Elijhah Badger,80.0,WR,ACT,"7'3""",192,R,Florida,chiefs,nfl.com,2025-07-18T17:25:12.967206,,@elijhahbadger,elijhahbadger,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Elijhah_Badger,,,,https://www.spotrac.com/nfl/chiefs/elijhah-badger/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:13.168435,True
Jeffrey Bassa,31.0,LB,ACT,"7'4""",235,R,Oregon,chiefs,nfl.com,2025-07-18T17:25:12.967213,,@jeffreybassa,jeffreybassa,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jeffrey_Bassa,,,,https://www.spotrac.com/nfl/chiefs/jeffrey-bassa/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:13.268742,True
Nick Bolton,32.0,LB,ACT,"7'1""",237,5,Missouri,chiefs,nfl.com,2025-07-18T17:25:12.967220,,@nickbolton,nickbolton,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Nick_Bolton,,,,https://www.spotrac.com/nfl/chiefs/nick-bolton/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:13.369531,True
Gottlieb Ayedze,72.0,OT,ACT,"7'6""",309,1,Maryland,raiders,nfl.com,2025-07-18T17:25:22.693142,,@gottliebayedze,gottliebayedze,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Gottlieb_Ayedze,,,,https://www.spotrac.com/nfl/raiders/gottlieb-ayedze/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:22.694017,True
Alex Bachman,81.0,WR,ACT,"7'2""",190,2,Wake Forest,raiders,nfl.com,2025-07-18T17:25:22.693161,,@alexbachman,alexbachman,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Alex_Bachman,,,,https://www.spotrac.com/nfl/raiders/alex-bachman/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:22.794275,True
Michael Barrett,43.0,LB,ACT,"7'2""",230,1,Michigan,raiders,nfl.com,2025-07-18T17:25:22.693187,,@michaelbarrett,michaelbarrett,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Michael_Barrett,,,,https://www.spotrac.com/nfl/raiders/michael-barrett/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:22.894533,True
Jack Bech,18.0,WR,UDF,"7'3""",214,R,TCU,raiders,nfl.com,2025-07-18T17:25:22.693203,,@jackbech,jackbech,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jack_Bech,,,,https://www.spotrac.com/nfl/raiders/jack-bech/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:22.994799,True
Jakorian Bennett,,CB,ACT,"7'1""",195,3,Maryland,raiders,nfl.com,2025-07-18T17:25:22.693209,,@jakorianbennett,jakorianbennett,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jakorian_Bennett,,,,https://www.spotrac.com/nfl/raiders/jakorian-bennett/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:23.095122,True
Joe Alt,76.0,OT,ACT,"8'0""",322,2,Notre Dame,chargers,nfl.com,2025-07-18T17:25:30.788582,,@joealt,joealt,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Joe_Alt,,,,https://www.spotrac.com/nfl/chargers/joe-alt/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:30.789120,True
Karsen Barnhart,61.0,G,ACT,"7'7""",316,1,Michigan,chargers,nfl.com,2025-07-18T17:25:30.788595,,@karsenbarnhart,karsenbarnhart,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Karsen_Barnhart,,,,https://www.spotrac.com/nfl/chargers/karsen-barnhart/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:30.889405,True
Mekhi Becton,73.0,OT,ACT,"7'9""",363,6,Louisville,chargers,nfl.com,2025-07-18T17:25:30.788599,,@mekhibecton,mekhibecton,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Mekhi_Becton,,,,https://www.spotrac.com/nfl/chargers/mekhi-becton/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:30.989666,True
Bradley Bozeman,75.0,C,ACT,"7'7""",325,8,Alabama,chargers,nfl.com,2025-07-18T17:25:30.788603,,@bradleybozeman,bradleybozeman,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Bradley_Bozeman,,,,https://www.spotrac.com/nfl/chargers/bradley-bozeman/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:31.089984,True
Trikweze Bridges,31.0,CB,ACT,"7'4""",200,R,Florida,chargers,nfl.com,2025-07-18T17:25:30.788607,,@trikwezebridges,trikwezebridges,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Trikweze_Bridges,,,,https://www.spotrac.com/nfl/chargers/trikweze-bridges/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:31.190363,True
Davante Adams,17.0,WR,ACT,"7'3""",215,12,Fresno State,rams,nfl.com,2025-07-18T17:25:40.369395,,@davanteadams,davanteadams,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Davante_Adams,,,,https://www.spotrac.com/nfl/rams/davante-adams/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:40.370301,True
Davis Allen,87.0,TE,ACT,"7'8""",251,3,Clemson,rams,nfl.com,2025-07-18T17:25:40.369417,,@davisallen,davisallen,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Davis_Allen,,,,https://www.spotrac.com/nfl/rams/davis-allen/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:40.470633,True
A.J. Arcuri,61.0,OT,ACT,"7'9""",308,2,Michigan State,rams,nfl.com,2025-07-18T17:25:40.369425,,@a.j.arcuri,a.j.arcuri,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/A.J._Arcuri,,,,https://www.spotrac.com/nfl/rams/a.j.-arcuri/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:40.571411,True
Tutu Atwell,5.0,WR,ACT,"6'9""",165,5,Louisville,rams,nfl.com,2025-07-18T17:25:40.369434,,@tutuatwell,tutuatwell,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Tutu_Atwell,,,,https://www.spotrac.com/nfl/rams/tutu-atwell/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:40.675336,True
Steve Avila,73.0,G,ACT,"7'5""",338,3,TCU,rams,nfl.com,2025-07-18T17:25:40.369443,,@steveavila,steveavila,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Steve_Avila,,,,https://www.spotrac.com/nfl/rams/steve-avila/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:40.775620,True
DeVon Achane,28.0,RB,ACT,"6'9""",188,3,Texas A&M,dolphins,nfl.com,2025-07-18T17:25:48.655136,,@devonachane,devonachane,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/DeVon_Achane,,,,https://www.spotrac.com/nfl/dolphins/devon-achane/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:48.655764,True
BJ Adams,45.0,CB,ACT,"7'5""",190,R,UCF,dolphins,nfl.com,2025-07-18T17:25:48.655157,,@bjadams,bjadams,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/BJ_Adams,,,,https://www.spotrac.com/nfl/dolphins/bj-adams/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:48.756061,True
Andrew Armstrong,19.0,WR,ACT,"7'6""",202,R,Arkansas,dolphins,nfl.com,2025-07-18T17:25:48.655162,,@andrewarmstrong,andrewarmstrong,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Andrew_Armstrong,,,,https://www.spotrac.com/nfl/dolphins/andrew-armstrong/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:48.856377,True
Eugene Asante,51.0,LB,ACT,"7'3""",219,R,Auburn,dolphins,nfl.com,2025-07-18T17:25:48.655166,,@eugeneasante,eugeneasante,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Eugene_Asante,,,,https://www.spotrac.com/nfl/dolphins/eugene-asante/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:48.956662,True
Jake Bailey,16.0,P,ACT,"7'4""",212,7,Stanford,dolphins,nfl.com,2025-07-18T17:25:48.655170,,@jakebailey,jakebailey,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jake_Bailey,,,,https://www.spotrac.com/nfl/dolphins/jake-bailey/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:49.056978,True
Jordan Addison,3.0,WR,ACT,"7'1""",175,3,USC,vikings,nfl.com,2025-07-18T17:25:58.438158,,@jordanaddison,jordanaddison,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jordan_Addison,,,,https://www.spotrac.com/nfl/vikings/jordan-addison/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:58.438789,True
Jonathan Allen,93.0,DE,ACT,"7'5""",300,9,Alabama,vikings,nfl.com,2025-07-18T17:25:58.438176,,@jonathanallen,jonathanallen,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jonathan_Allen,,,,https://www.spotrac.com/nfl/vikings/jonathan-allen/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:58.539120,True
Brian Asamoah,6.0,LB,ACT,"7'2""",226,4,Oklahoma,vikings,nfl.com,2025-07-18T17:25:58.438183,,@brianasamoah,brianasamoah,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Brian_Asamoah,,,,https://www.spotrac.com/nfl/vikings/brian-asamoah/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:58.639407,True
Gavin Bartholomew,86.0,TE,ACT,"7'7""",246,R,Pittsburgh,vikings,nfl.com,2025-07-18T17:25:58.438187,,@gavinbartholomew,gavinbartholomew,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Gavin_Bartholomew,,,,https://www.spotrac.com/nfl/vikings/gavin-bartholomew/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:58.740303,True
Tyler Batty,96.0,LB,ACT,"7'7""",271,R,BYU,vikings,nfl.com,2025-07-18T17:25:58.438190,,@tylerbatty,tylerbatty,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Tyler_Batty,,,,https://www.spotrac.com/nfl/vikings/tyler-batty/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:25:58.840584,True
Julian Ashby,47.0,LS,ACT,"7'3""",231,R,Vanderbilt,patriots,nfl.com,2025-07-18T17:26:08.067227,,@julianashby,julianashby,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Julian_Ashby,,,,https://www.spotrac.com/nfl/patriots/julian-ashby/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:08.069509,True
Alex Austin,28.0,CB,ACT,"7'3""",191,3,Oregon State,patriots,nfl.com,2025-07-18T17:26:08.067249,,@alexaustin,alexaustin,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Alex_Austin,,,,https://www.spotrac.com/nfl/patriots/alex-austin/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:26:08.169788,True
