name,jersey_number,position,status,height,weight,experience,college,team,data_source,scraped_at,age,twitter_handle,instagram_handle,tiktok_handle,youtube_handle,twitter_followers,instagram_followers,tiktok_followers,youtube_subscribers,twitter_following,instagram_following,tiktok_following,twitter_verified,instagram_verified,twitter_url,instagram_url,tiktok_url,youtube_url,career_pass_yards,career_pass_tds,career_pass_ints,career_pass_rating,career_rush_yards,career_rush_tds,career_receptions,career_rec_yards,career_rec_tds,career_tackles,career_sacks,career_interceptions,current_salary,contract_value,contract_years,signing_bonus,guaranteed_money,cap_hit,dead_money,pro_bowls,all_pros,rookie_of_year,mvp_awards,championships,hall_of_fame,birth_date,birth_place,high_school,draft_year,draft_round,draft_pick,draft_team,wikipedia_url,nfl_com_url,espn_url,pff_url,spotrac_url,data_quality_score,data_sources,last_updated,comprehensive_enhanced
Fatorma Mulbah,62.0,DT,ACT,"7'6""",306,R,West Virginia,jets,nfl.com,2025-07-18T17:31:05.246433,,@fatormamulbah,fatormamulbah,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Fatorma_Mulbah,,,,https://www.spotrac.com/nfl/jets/fatorma-mulbah/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:10.578229,True
Josh Myers,71.0,C,ACT,"7'7""",310,5,Ohio State,jets,nfl.com,2025-07-18T17:31:05.246437,,@joshmyers,joshmyers,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Josh_Myers,,,,https://www.spotrac.com/nfl/jets/josh-myers/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:10.678519,True
Xavier Newman-Johnson,65.0,G,ACT,"7'4""",297,3,Baylor,jets,nfl.com,2025-07-18T17:31:05.246440,,@xaviernewman-johnson,xaviernewman-johnson,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Xavier_Newman-Johnson,,,,https://www.spotrac.com/nfl/jets/xavier-newman-johnson/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:10.778842,True
Derrick Nnadi,91.0,NT,ACT,"7'3""",317,8,Florida State,jets,nfl.com,2025-07-18T17:31:05.246443,,@derricknnadi,derricknnadi,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Derrick_Nnadi,,,,https://www.spotrac.com/nfl/jets/derrick-nnadi/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:10.879215,True
Kene Nwangwu,34.0,RB,ACT,"7'3""",210,5,Iowa State,jets,nfl.com,2025-07-18T17:31:05.246446,,@kenenwangwu,kenenwangwu,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Kene_Nwangwu,,,,https://www.spotrac.com/nfl/jets/kene-nwangwu/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:10.979534,True
Chukwuma Okorafor,79.0,OT,ACT,"7'8""",320,7,Western Michigan,jets,nfl.com,2025-07-18T17:31:05.246450,,@chukwumaokorafor,chukwumaokorafor,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Chukwuma_Okorafor,,,,https://www.spotrac.com/nfl/jets/chukwuma-okorafor/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:11.079812,True
Isaiah Oliver,26.0,CB,ACT,"7'2""",202,8,Colorado,jets,nfl.com,2025-07-18T17:31:05.246453,,@isaiaholiver,isaiaholiver,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Isaiah_Oliver,,,,https://www.spotrac.com/nfl/jets/isaiah-oliver/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:11.180063,True
Payton Page,69.0,DT,ACT,"7'6""",300,R,Clemson,jets,nfl.com,2025-07-18T17:31:05.246456,,@paytonpage,paytonpage,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Payton_Page,,,,https://www.spotrac.com/nfl/jets/payton-page/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:11.280344,True
Jamaal Pritchett,36.0,WR,ACT,"6'8""",175,R,South Alabama,jets,nfl.com,2025-07-18T17:31:05.246459,,@jamaalpritchett,jamaalpritchett,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jamaal_Pritchett,,,,https://www.spotrac.com/nfl/jets/jamaal-pritchett/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:11.380666,True
Josh Reynolds,83.0,WR,ACT,"7'5""",192,9,Texas A&M,jets,nfl.com,2025-07-18T17:31:05.246462,,@joshreynolds,joshreynolds,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Josh_Reynolds,,,,https://www.spotrac.com/nfl/jets/josh-reynolds/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:11.481055,True
Jeremy Ruckert,89.0,TE,ACT,"7'7""",250,4,Ohio State,jets,nfl.com,2025-07-18T17:31:05.246465,,@jeremyruckert,jeremyruckert,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jeremy_Ruckert,,,,https://www.spotrac.com/nfl/jets/jeremy-ruckert/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:11.581338,True
Jamien Sherwood,44.0,LB,ACT,"7'4""",216,5,Auburn,jets,nfl.com,2025-07-18T17:31:05.246468,,@jamiensherwood,jamiensherwood,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jamien_Sherwood,,,,https://www.spotrac.com/nfl/jets/jamien-sherwood/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:11.681630,True
Jaylin Simpson,36.0,SAF,ACT,"7'2""",179,1,Auburn,jets,nfl.com,2025-07-18T17:31:05.246472,,@jaylinsimpson,jaylinsimpson,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jaylin_Simpson,,,,https://www.spotrac.com/nfl/jets/jaylin-simpson/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:11.782000,True
John Simpson,76.0,G,ACT,"7'6""",330,6,Clemson,jets,nfl.com,2025-07-18T17:31:05.246478,,@johnsimpson,johnsimpson,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/John_Simpson,,,,https://www.spotrac.com/nfl/jets/john-simpson/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:11.882308,True
Jackson Sirmon,49.0,LB,ACT,"7'4""",240,1,California,jets,nfl.com,2025-07-18T17:31:05.246484,,@jacksonsirmon,jacksonsirmon,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jackson_Sirmon,,,,https://www.spotrac.com/nfl/jets/jackson-sirmon/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:11.982599,True
Quentin Skinner,39.0,WR,ACT,"7'7""",195,R,Kansas,jets,nfl.com,2025-07-18T17:31:05.246491,,@quentinskinner,quentinskinner,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Quentin_Skinner,,,,https://www.spotrac.com/nfl/jets/quentin-skinner/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:12.082995,True
Stone Smartt,84.0,TE,ACT,"7'6""",226,4,Old Dominion,jets,nfl.com,2025-07-18T17:31:05.246498,,@stonesmartt,stonesmartt,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Stone_Smartt,,,,https://www.spotrac.com/nfl/jets/stone-smartt/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:12.183402,True
Aaron Smith,48.0,LB,ACT,"7'4""",230,R,South Carolina State,jets,nfl.com,2025-07-18T17:31:05.246504,,@aaronsmith,aaronsmith,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Aaron_Smith,,,,https://www.spotrac.com/nfl/jets/aaron-smith/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:12.283730,True
Arian Smith,82.0,WR,ACT,"7'2""",179,R,Georgia,jets,nfl.com,2025-07-18T17:31:05.246508,,@ariansmith,ariansmith,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Arian_Smith,,,,https://www.spotrac.com/nfl/jets/arian-smith/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:12.385323,True
Brandon Smith,87.0,WR,ACT,"7'3""",218,1,Iowa,jets,nfl.com,2025-07-18T17:31:05.246511,,@brandonsmith,brandonsmith,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Brandon_Smith,,,,https://www.spotrac.com/nfl/jets/brandon-smith/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:12.486016,True
Brandon Stephens,21.0,CB,ACT,"7'3""",215,5,SMU,jets,nfl.com,2025-07-18T17:31:05.246514,,@brandonstephens,brandonstephens,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Brandon_Stephens,,,,https://www.spotrac.com/nfl/jets/brandon-stephens/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:12.586773,True
Qwantez Stiggers,37.0,CB,ACT,"7'2""",197,2,,jets,nfl.com,2025-07-18T17:31:05.246519,,@qwantezstiggers,qwantezstiggers,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Qwantez_Stiggers,,,,https://www.spotrac.com/nfl/jets/qwantez-stiggers/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:12.687279,True
Mason Taylor,,TE,UDF,"7'7""",255,R,LSU,jets,nfl.com,2025-07-18T17:31:05.246522,,@masontaylor,masontaylor,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Mason_Taylor,,,,https://www.spotrac.com/nfl/jets/mason-taylor/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:12.787586,True
Tyrod Taylor,2.0,QB,ACT,"7'3""",217,15,Virginia Tech,jets,nfl.com,2025-07-18T17:31:05.246525,,@tyrodtaylor,tyrodtaylor,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Tyrod_Taylor,,,,https://www.spotrac.com/nfl/jets/tyrod-taylor/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:12.887935,True
Leonard Taylor III,96.0,DT,ACT,"7'5""",305,2,Miami,jets,nfl.com,2025-07-18T17:31:05.246529,,@leonardtayloriii,leonardtayloriii,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Leonard_Taylor_III,,,,https://www.spotrac.com/nfl/jets/leonard-taylor-iii/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:12.988240,True
Azareyeh Thomas,23.0,CB,ACT,"7'3""",197,R,Florida State,jets,nfl.com,2025-07-18T17:31:05.246532,,@azareyehthomas,azareyehthomas,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Azareyeh_Thomas,,,,https://www.spotrac.com/nfl/jets/azareyeh-thomas/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:13.088537,True
Joe Tippmann,66.0,C,ACT,"7'8""",313,3,Wisconsin,jets,nfl.com,2025-07-18T17:31:05.246535,,@joetippmann,joetippmann,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Joe_Tippmann,,,,https://www.spotrac.com/nfl/jets/joe-tippmann/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:13.188850,True
Jay Tufele,97.0,DT,ACT,"7'5""",305,5,USC,jets,nfl.com,2025-07-18T17:31:05.246538,,@jaytufele,jaytufele,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jay_Tufele,,,,https://www.spotrac.com/nfl/jets/jay-tufele/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:13.292032,True
Alijah Vera-Tucker,75.0,G,ACT,"7'7""",308,5,USC,jets,nfl.com,2025-07-18T17:31:05.246541,,@alijahvera-tucker,alijahvera-tucker,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Alijah_Vera-Tucker,,,,https://www.spotrac.com/nfl/jets/alijah-vera-tucker/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:13.393155,True
Carter Warren,67.0,OT,ACT,"7'7""",311,3,Pittsburgh,jets,nfl.com,2025-07-18T17:31:05.246544,,@carterwarren,carterwarren,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Carter_Warren,,,,https://www.spotrac.com/nfl/jets/carter-warren/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:13.493463,True
Eric Watts,58.0,DE,ACT,"7'7""",277,2,Connecticut,jets,nfl.com,2025-07-18T17:31:05.246547,,@ericwatts,ericwatts,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Eric_Watts,,,,https://www.spotrac.com/nfl/jets/eric-watts/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:13.593766,True
Rashad Weaver,99.0,DE,ACT,"7'6""",259,5,Pittsburgh,jets,nfl.com,2025-07-18T17:31:05.246550,,@rashadweaver,rashadweaver,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Rashad_Weaver,,,,https://www.spotrac.com/nfl/jets/rashad-weaver/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:13.694313,True
JaMarkis Weston n,54.0,DE,ACT,"7'4""",235,R,Florida,jets,nfl.com,2025-07-18T17:31:05.246558,,@jamarkiswestonn,jamarkiswestonn,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/JaMarkis_Weston_n,,,,https://www.spotrac.com/nfl/jets/jamarkis-weston-n/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:13.794633,True
Leander Wiegand,64.0,OT,ACT,"7'7""",291,R,UCF,jets,nfl.com,2025-07-18T17:31:05.246561,,@leanderwiegand,leanderwiegand,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Leander_Wiegand,,,,https://www.spotrac.com/nfl/jets/leander-wiegand/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:13.894938,True
Quinnen Williams,95.0,DT,ACT,"7'5""",303,7,Alabama,jets,nfl.com,2025-07-18T17:31:05.246564,,@quinnenwilliams,quinnenwilliams,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Quinnen_Williams,,,,https://www.spotrac.com/nfl/jets/quinnen-williams/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:13.995242,True
Quincy Williams,56.0,LB,ACT,"7'1""",230,7,Murray State,jets,nfl.com,2025-07-18T17:31:05.246571,,@quincywilliams,quincywilliams,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Quincy_Williams,,,,https://www.spotrac.com/nfl/jets/quincy-williams/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:14.095537,True
Garrett Wilson,5.0,WR,ACT,"7'2""",183,4,Ohio State,jets,nfl.com,2025-07-18T17:31:05.246577,,@garrettwilson,garrettwilson,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Garrett_Wilson,,,,https://www.spotrac.com/nfl/jets/garrett-wilson/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:14.195843,True
Pokey Wilson,81.0,WR,ACT,"7'2""",175,1,Florida State,jets,nfl.com,2025-07-18T17:31:05.246584,,@pokeywilson,pokeywilson,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Pokey_Wilson,,,,https://www.spotrac.com/nfl/jets/pokey-wilson/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:31:14.296648,True
